"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","TABLE_TYPE","ENGINE","VERSION","ROW_FORMAT","TABLE_ROWS","AVG_ROW_LENGTH","DATA_LENGTH","MAX_DATA_LENGTH","INDEX_LENGTH","DATA_FREE","AUTO_INCREMENT","CREATE_TIME","UPDATE_TIME","CHECK_TIME","TABLE_COLLATION","CHECKSUM","CREATE_OPTIONS","TABLE_COMMENT","MAX_INDEX_LENGTH","TEMPORARY"
"def","db_ura","mst_product","BASE TABLE","InnoDB","10","Dynamic","446","220","98304","0","0","0","484","2022-08-24 15:19:32",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_product_creates","BASE TABLE","InnoDB","10","Dynamic","419","1094","458752","0","0","0","1943","2022-08-24 15:19:33",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_purchases","BASE TABLE","InnoDB","10","Dynamic","75","3495","262144","0","0","0","694","2022-08-24 15:19:34",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_report","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:35",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_role","BASE TABLE","InnoDB","10","Dynamic","3","5461","16384","0","0","0","4","2022-08-24 15:19:35",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_salesman_invoice","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:36",NULL,NULL,"utf8_unicode_ci",NULL,,,"0","N"
"def","db_ura","mst_sales_man","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:36",NULL,NULL,"utf8_unicode_ci",NULL,,,"0","N"
"def","db_ura","mst_schedulers","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","2","2022-08-24 15:19:36",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_seller","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:36",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_tax","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:37",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","mst_user","BASE TABLE","InnoDB","10","Dynamic","2","8192","16384","0","0","0","3","2022-08-24 15:19:37",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","oauth_access_tokens","BASE TABLE","InnoDB","10","Dynamic","50","327","16384","0","16384","0",NULL,"2022-08-24 15:19:37",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","oauth_auth_codes","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","16384","0",NULL,"2022-08-24 15:19:38",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","oauth_clients","BASE TABLE","InnoDB","10","Dynamic","2","8192","16384","0","16384","0","19","2022-08-24 15:19:38",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","oauth_personal_access_clients","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","10","2022-08-24 15:19:38",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","oauth_refresh_tokens","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","16384","0",NULL,"2022-08-24 15:19:39",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","password_resets","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","16384","0",NULL,"2022-08-24 15:19:39",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
"def","db_ura","plt_common","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:40",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","purchase_recon","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:40",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","recon_dtl","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:40",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","return_stock","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:41",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","routing","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:41",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","sales_ladger","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:41",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","schedulers","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:42",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","scheduler_time","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:42",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","stock_adjustmant","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:42",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_batch","BASE TABLE","InnoDB","10","Dynamic","359","228","81920","0","0","0","1517","2022-08-24 15:19:42","2022-09-16 08:45:36",NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_exceldata","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:44",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_exceldata_hdr","BASE TABLE","InnoDB","10","Dynamic","242","58562","14172160","0","16384","4194304","33155","2022-08-24 15:19:44","2022-09-16 08:45:43",NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_stock","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:19:56",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_stock_manage","BASE TABLE","InnoDB","10","Dynamic","1301","151","196608","0","0","0","2174","2022-08-24 15:19:57","2022-09-16 08:45:46",NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_stock_summary","BASE TABLE","InnoDB","10","Dynamic","306","214","65536","0","0","0","369","2022-08-24 15:20:01","2022-09-16 08:45:46",NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_trip_dtl","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:20:02",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","trans_trip_hdr","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","0","0","1","2022-08-24 15:20:02",NULL,NULL,"latin1_swedish_ci",NULL,,,"0","N"
"def","db_ura","users","BASE TABLE","InnoDB","10","Dynamic","0","0","16384","0","16384","0","1","2022-08-24 15:20:02",NULL,NULL,"utf8mb4_unicode_ci",NULL,,,"0","N"
